Name,Date,Open,High,Low,Close,Volume
BPH005,20000208,100.00,100.00,100.00,100.00,0
BPH005,20000209,100.01,100.01,100.01,100.01,0
BPH005,20000210,100.04,100.04,100.04,100.04,0
BPH005,20000211,100.06,100.06,100.06,100.06,0
BPH005,20000214,100.14,100.14,100.14,100.14,0
BPH005,20000215,100.14,100.14,100.14,100.14,0
BPH005,20000216,100.14,100.14,100.14,100.14,0
BPH005,20000217,100.09,100.09,100.09,100.09,0
BPH005,20000218,100.07,100.07,100.07,100.07,0
BPH005,20000221,99.33,99.33,99.33,99.33,0
BPH005,20000222,99.34,99.34,99.34,99.34,0
BPH005,20000223,99.38,99.38,99.38,99.38,0
BPH005,20000224,99.79,99.79,99.79,99.79,0
BPH005,20000225,103.45,103.45,103.45,103.45,0
BPH005,20000228,102.21,102.21,102.21,102.21,0
BPH005,20000229,103.44,103.44,103.44,103.44,0
BPH005,20000301,104.38,104.38,104.38,104.38,0
BPH005,20000302,105.31,105.31,105.31,105.31,0
BPH005,20000303,105.58,105.58,105.58,105.58,0
BPH005,20000306,107.63,107.63,107.63,107.63,0
BPH005,20000307,105.46,105.46,105.46,105.46,0
BPH005,20000308,103.12,103.12,103.12,103.12,0
BPH005,20000309,104.22,104.22,104.22,104.22,0
BPH005,20000310,106.44,106.44,106.44,106.44,0
BPH005,20000313,104.56,104.56,104.56,104.56,0
BPH005,20000314,103.97,103.97,103.97,103.97,0
BPH005,20000315,102.14,102.14,102.14,102.14,0
BPH005,20000316,104.04,104.04,104.04,104.04,0
BPH005,20000317,108.40,108.40,108.40,108.40,0
BPH005,20000320,109.16,109.16,109.16,109.16,0
BPH005,20000321,108.73,108.73,108.73,108.73,0
BPH005,20000322,111.06,111.06,111.06,111.06,0
BPH005,20000323,111.88,111.88,111.88,111.88,0
BPH005,20000324,115.13,115.13,115.13,115.13,0
BPH005,20000327,114.56,114.56,114.56,114.56,0
BPH005,20000328,114.12,114.12,114.12,114.12,0
BPH005,20000329,113.20,113.20,113.20,113.20,0
BPH005,20000330,114.92,114.92,114.92,114.92,0
BPH005,20000331,113.59,113.59,113.59,113.59,0
BPH005,20000403,114.77,114.77,114.77,114.77,0
BPH005,20000404,115.29,115.29,115.29,115.29,0
BPH005,20000405,116.01,116.01,116.01,116.01,0
BPH005,20000406,114.82,114.82,114.82,114.82,0
BPH005,20000407,115.72,115.72,115.72,115.72,0
BPH005,20000410,116.33,116.33,116.33,116.33,0
BPH005,20000411,114.75,114.75,114.75,114.75,0
BPH005,20000412,114.91,114.91,114.91,114.91,0
BPH005,20000413,110.23,110.23,110.23,110.23,0
BPH005,20000414,109.80,109.80,109.80,109.80,0
BPH005,20000417,103.83,103.83,103.83,103.83,0
BPH005,20000418,110.96,110.96,110.96,110.96,0
BPH005,20000419,114.22,114.22,114.22,114.22,0
BPH005,20000420,111.77,111.77,111.77,111.77,0
BPH005,20000425,112.71,112.71,112.71,112.71,0
BPH005,20000426,116.01,116.01,116.01,116.01,0
BPH005,20000427,115.15,115.15,115.15,115.15,0
BPH005,20000428,115.39,115.39,115.39,115.39,0
BPH005,20000504,114.74,114.74,114.74,114.74,0
BPH005,20000505,116.27,116.27,116.27,116.27,0
